/Users/snitil/Library/CloudStorage/OneDrive-McGillUniversity/McGill/U3/F2025/ECON302/innovationshowcase/src/sentiment_analysis.py:13: DeprecationWarning: 
Pyarrow will become a required dependency of pandas in the next major release of pandas (pandas 3.0),
2025-11-16 14:44:01,908 - INFO - fetching guardian page 17 for South Africa (2013-01-01 to 2013-03-31)
2025-11-16 14:44:03,521 - INFO - fetching guardian page 18 for South Africa (2013-01-01 to 2013-03-31)
2025-11-16 14:44:05,237 - INFO - fetching guardian page 19 for South Africa (2013-01-01 to 2013-03-31)
2025-11-16 14:44:06,909 - INFO - fetching guardian page 20 for South Africa (2013-01-01 to 2013-03-31)
2025-11-16 14:44:08,597 - INFO - fetched 21 relevant articles for South Africa after filtering
2025-11-16 14:44:09,709 - INFO - fetching guardian page 1 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:11,344 - INFO - fetching guardian page 2 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:12,956 - INFO - fetching guardian page 3 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:14,565 - INFO - fetching guardian page 4 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:16,234 - INFO - fetching guardian page 5 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:17,910 - INFO - fetching guardian page 6 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:19,620 - INFO - fetching guardian page 7 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:21,305 - INFO - fetching guardian page 8 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:22,928 - INFO - fetching guardian page 9 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:24,619 - INFO - fetching guardian page 10 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:26,334 - INFO - fetching guardian page 11 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:28,005 - INFO - fetching guardian page 12 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:29,717 - INFO - fetching guardian page 13 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:31,350 - INFO - fetching guardian page 14 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:33,004 - INFO - fetching guardian page 15 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:36,692 - INFO - fetching guardian page 16 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:40,356 - INFO - fetching guardian page 17 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:44,030 - INFO - fetching guardian page 18 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:45,702 - INFO - fetching guardian page 19 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:47,407 - INFO - fetching guardian page 20 for South Africa (2013-04-01 to 2013-06-30)
2025-11-16 14:44:49,084 - INFO - fetched 25 relevant articles for South Africa after filtering
2025-11-16 14:44:50,192 - INFO - fetching guardian page 1 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:44:51,871 - INFO - fetching guardian page 2 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:44:53,567 - INFO - fetching guardian page 3 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:44:55,286 - INFO - fetching guardian page 4 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:44:56,953 - INFO - fetching guardian page 5 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:44:58,563 - INFO - fetching guardian page 6 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:00,149 - INFO - fetching guardian page 7 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:01,840 - INFO - fetching guardian page 8 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:03,521 - INFO - fetching guardian page 9 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:05,242 - INFO - fetching guardian page 10 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:06,918 - INFO - fetching guardian page 11 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:08,540 - INFO - fetching guardian page 12 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:10,238 - INFO - fetching guardian page 13 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:11,911 - INFO - fetching guardian page 14 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:13,598 - INFO - fetching guardian page 15 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:15,308 - INFO - fetching guardian page 16 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:16,916 - INFO - fetching guardian page 17 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:18,522 - INFO - fetching guardian page 18 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:20,177 - INFO - fetching guardian page 19 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:21,855 - INFO - fetching guardian page 20 for South Africa (2013-07-01 to 2013-09-30)
2025-11-16 14:45:30,793 - INFO - fetched 30 relevant articles for South Africa after filtering
2025-11-16 14:45:31,907 - INFO - fetching guardian page 1 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:45:52,551 - INFO - fetching guardian page 2 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:45:54,274 - INFO - fetching guardian page 3 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:45:55,963 - INFO - fetching guardian page 4 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:45:57,630 - INFO - fetching guardian page 5 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:45:59,348 - INFO - fetching guardian page 6 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:00,964 - INFO - fetching guardian page 7 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:02,688 - INFO - fetching guardian page 8 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:04,383 - INFO - fetching guardian page 9 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:06,044 - INFO - fetching guardian page 10 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:07,738 - INFO - fetching guardian page 11 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:09,338 - INFO - fetching guardian page 12 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:11,075 - INFO - fetching guardian page 13 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:12,728 - INFO - fetching guardian page 14 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:14,557 - INFO - fetching guardian page 15 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:16,183 - INFO - fetching guardian page 16 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:17,863 - INFO - fetching guardian page 17 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:19,557 - INFO - fetching guardian page 18 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:21,259 - INFO - fetching guardian page 19 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:22,938 - INFO - fetching guardian page 20 for South Africa (2013-10-01 to 2013-12-31)
2025-11-16 14:46:24,555 - INFO - fetched 21 relevant articles for South Africa after filtering
2025-11-16 14:46:25,671 - INFO - ✓ completed South Africa 2013 (412 articles)
2025-11-16 14:46:25,671 - INFO - using guardian api for South Africa 2014
2025-11-16 14:46:25,671 - INFO - using guardian api key: 7f5c4bbf...
2025-11-16 14:46:25,671 - INFO - fetching guardian page 1 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:46:27,324 - INFO - fetching guardian page 2 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:46:29,094 - INFO - fetching guardian page 3 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:46:30,803 - INFO - fetching guardian page 4 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:46:46,406 - INFO - fetching guardian page 5 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:46:48,103 - INFO - fetching guardian page 6 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:46:49,726 - INFO - fetching guardian page 7 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:46:51,438 - INFO - fetching guardian page 8 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:46:53,117 - INFO - fetching guardian page 9 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:46:54,812 - INFO - fetching guardian page 10 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:46:56,491 - INFO - fetching guardian page 11 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:46:58,151 - INFO - fetching guardian page 12 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:46:59,812 - INFO - fetching guardian page 13 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:47:01,505 - INFO - fetching guardian page 14 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:47:03,186 - INFO - fetching guardian page 15 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:47:04,886 - INFO - fetching guardian page 16 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:47:06,521 - INFO - fetching guardian page 17 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:47:08,216 - INFO - fetching guardian page 18 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:47:09,876 - INFO - fetching guardian page 19 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:47:11,711 - INFO - fetching guardian page 20 for South Africa (2014-01-01 to 2014-03-31)
2025-11-16 14:47:13,576 - INFO - fetched 14 relevant articles for South Africa after filtering
2025-11-16 14:47:14,685 - INFO - fetching guardian page 1 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:47:16,592 - INFO - fetching guardian page 2 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:47:25,336 - INFO - fetching guardian page 3 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:47:37,974 - INFO - fetching guardian page 4 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:47:46,694 - INFO - fetching guardian page 5 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:47:48,397 - INFO - fetching guardian page 6 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:47:50,033 - INFO - fetching guardian page 7 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:47:51,717 - INFO - fetching guardian page 8 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:47:53,390 - INFO - fetching guardian page 9 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:47:55,099 - INFO - fetching guardian page 10 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:47:56,798 - INFO - fetching guardian page 11 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:47:58,431 - INFO - fetching guardian page 12 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:48:00,141 - INFO - fetching guardian page 13 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:48:01,781 - INFO - fetching guardian page 14 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:48:03,470 - INFO - fetching guardian page 15 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:48:05,237 - INFO - fetching guardian page 16 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:48:06,929 - INFO - fetching guardian page 17 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:48:08,633 - INFO - fetching guardian page 18 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:48:10,290 - INFO - fetching guardian page 19 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:48:11,994 - INFO - fetching guardian page 20 for South Africa (2014-04-01 to 2014-06-30)
2025-11-16 14:48:13,634 - INFO - fetched 20 relevant articles for South Africa after filtering
2025-11-16 14:48:14,744 - INFO - fetching guardian page 1 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:16,481 - INFO - fetching guardian page 2 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:18,174 - INFO - fetching guardian page 3 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:19,864 - INFO - fetching guardian page 4 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:21,473 - INFO - fetching guardian page 5 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:23,168 - INFO - fetching guardian page 6 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:24,854 - INFO - fetching guardian page 7 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:26,552 - INFO - fetching guardian page 8 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:28,325 - INFO - fetching guardian page 9 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:30,011 - INFO - fetching guardian page 10 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:31,705 - INFO - fetching guardian page 11 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:33,400 - INFO - fetching guardian page 12 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:54,111 - INFO - fetching guardian page 13 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:55,822 - INFO - fetching guardian page 14 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:57,496 - INFO - fetching guardian page 15 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:48:59,203 - INFO - fetching guardian page 16 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:49:00,922 - INFO - fetching guardian page 17 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:49:02,619 - INFO - fetching guardian page 18 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:49:04,293 - INFO - fetching guardian page 19 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:49:05,992 - INFO - fetching guardian page 20 for South Africa (2014-07-01 to 2014-09-30)
2025-11-16 14:49:07,613 - INFO - fetched 29 relevant articles for South Africa after filtering
2025-11-16 14:49:08,721 - INFO - fetching guardian page 1 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:49:10,394 - INFO - fetching guardian page 2 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:49:12,074 - INFO - fetching guardian page 3 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:49:50,734 - INFO - fetching guardian page 4 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:49:52,440 - INFO - fetching guardian page 5 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:49:54,103 - INFO - fetching guardian page 6 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:49:55,798 - INFO - fetching guardian page 7 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:49:57,442 - INFO - fetching guardian page 8 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:49:59,159 - INFO - fetching guardian page 9 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:50:00,816 - INFO - fetching guardian page 10 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:50:02,495 - INFO - fetching guardian page 11 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:50:04,206 - INFO - fetching guardian page 12 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:50:05,865 - INFO - fetching guardian page 13 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:50:07,509 - INFO - fetching guardian page 14 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:50:09,180 - INFO - fetching guardian page 15 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:50:11,004 - INFO - fetching guardian page 16 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:50:12,628 - INFO - fetching guardian page 17 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:50:14,339 - INFO - fetching guardian page 18 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:50:16,004 - INFO - fetching guardian page 19 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:50:17,701 - INFO - fetching guardian page 20 for South Africa (2014-10-01 to 2014-12-31)
2025-11-16 14:50:19,391 - INFO - fetched 20 relevant articles for South Africa after filtering
2025-11-16 14:50:20,497 - INFO - ✓ completed South Africa 2014 (405 articles)
2025-11-16 14:50:20,497 - INFO - using guardian api for South Africa 2015
2025-11-16 14:50:20,498 - INFO - using guardian api key: 7f5c4bbf...
2025-11-16 14:50:20,498 - INFO - fetching guardian page 1 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:50:22,198 - INFO - fetching guardian page 2 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:50:54,006 - INFO - fetching guardian page 3 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:50:55,793 - INFO - fetching guardian page 4 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:50:57,476 - INFO - fetching guardian page 5 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:50:59,151 - INFO - fetching guardian page 6 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:00,820 - INFO - fetching guardian page 7 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:02,461 - INFO - fetching guardian page 8 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:04,142 - INFO - fetching guardian page 9 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:05,854 - INFO - fetching guardian page 10 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:07,642 - INFO - fetching guardian page 11 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:09,389 - INFO - fetching guardian page 12 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:11,080 - INFO - fetching guardian page 13 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:12,871 - INFO - fetching guardian page 14 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:14,621 - INFO - fetching guardian page 15 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:16,302 - INFO - fetching guardian page 16 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:18,118 - INFO - fetching guardian page 17 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:19,712 - INFO - fetching guardian page 18 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:21,434 - INFO - fetching guardian page 19 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:27,095 - INFO - fetching guardian page 20 for South Africa (2015-01-01 to 2015-03-31)
2025-11-16 14:51:58,751 - INFO - fetched 17 relevant articles for South Africa after filtering
2025-11-16 14:51:59,864 - INFO - fetching guardian page 1 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:01,693 - INFO - fetching guardian page 2 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:03,352 - INFO - fetching guardian page 3 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:05,016 - INFO - fetching guardian page 4 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:06,813 - INFO - fetching guardian page 5 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:08,468 - INFO - fetching guardian page 6 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:10,135 - INFO - fetching guardian page 7 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:11,843 - INFO - fetching guardian page 8 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:13,537 - INFO - fetching guardian page 9 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:15,198 - INFO - fetching guardian page 10 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:16,847 - INFO - fetching guardian page 11 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:18,539 - INFO - fetching guardian page 12 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:20,238 - INFO - fetching guardian page 13 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:22,021 - INFO - fetching guardian page 14 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:23,679 - INFO - fetching guardian page 15 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:25,341 - INFO - fetching guardian page 16 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:27,083 - INFO - fetching guardian page 17 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:28,722 - INFO - fetching guardian page 18 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:30,409 - INFO - fetching guardian page 19 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:32,097 - INFO - fetching guardian page 20 for South Africa (2015-04-01 to 2015-06-30)
2025-11-16 14:52:33,715 - INFO - fetched 43 relevant articles for South Africa after filtering
2025-11-16 14:52:34,824 - INFO - fetching guardian page 1 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:52:36,471 - INFO - fetching guardian page 2 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:52:38,170 - INFO - fetching guardian page 3 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:52:39,840 - INFO - fetching guardian page 4 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:52:43,549 - INFO - fetching guardian page 5 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:52:52,840 - INFO - fetching guardian page 6 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:52:54,524 - INFO - fetching guardian page 7 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:52:56,131 - INFO - fetching guardian page 8 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:52:57,840 - INFO - fetching guardian page 9 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:52:59,555 - INFO - fetching guardian page 10 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:53:01,340 - INFO - fetching guardian page 11 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:53:02,968 - INFO - fetching guardian page 12 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:53:04,662 - INFO - fetching guardian page 13 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:53:06,339 - INFO - fetching guardian page 14 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:53:08,156 - INFO - fetching guardian page 15 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:53:09,831 - INFO - fetching guardian page 16 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:53:11,496 - INFO - fetching guardian page 17 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:53:13,151 - INFO - fetching guardian page 18 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:53:14,861 - INFO - fetching guardian page 19 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:53:16,544 - INFO - fetching guardian page 20 for South Africa (2015-07-01 to 2015-09-30)
2025-11-16 14:53:18,159 - INFO - fetched 14 relevant articles for South Africa after filtering
2025-11-16 14:53:19,271 - INFO - fetching guardian page 1 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:53:20,918 - INFO - fetching guardian page 2 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:53:22,630 - INFO - fetching guardian page 3 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:53:24,297 - INFO - fetching guardian page 4 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:53:26,000 - INFO - fetching guardian page 5 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:53:27,749 - INFO - fetching guardian page 6 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:53:29,414 - INFO - fetching guardian page 7 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:53:31,123 - INFO - fetching guardian page 8 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:53:32,803 - INFO - fetching guardian page 9 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:53:34,435 - INFO - fetching guardian page 10 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:54:06,130 - INFO - fetching guardian page 11 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:54:07,817 - INFO - fetching guardian page 12 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:54:09,508 - INFO - fetching guardian page 13 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:54:11,124 - INFO - fetching guardian page 14 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:54:12,819 - INFO - fetching guardian page 15 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:54:14,512 - INFO - fetching guardian page 16 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:54:16,313 - INFO - fetching guardian page 17 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:54:17,915 - INFO - fetching guardian page 18 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:54:19,645 - INFO - fetching guardian page 19 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:54:21,339 - INFO - fetching guardian page 20 for South Africa (2015-10-01 to 2015-12-31)
2025-11-16 14:54:23,019 - INFO - fetched 16 relevant articles for South Africa after filtering
2025-11-16 14:54:24,137 - INFO - ✓ completed South Africa 2015 (531 articles)
2025-11-16 14:54:24,138 - INFO - using guardian api for South Africa 2016
2025-11-16 14:54:24,138 - INFO - using guardian api key: 7f5c4bbf...
2025-11-16 14:54:24,138 - INFO - fetching guardian page 1 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:25,769 - INFO - fetching guardian page 2 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:27,486 - INFO - fetching guardian page 3 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:29,210 - INFO - fetching guardian page 4 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:30,997 - INFO - fetching guardian page 5 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:32,752 - INFO - fetching guardian page 6 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:34,486 - INFO - fetching guardian page 7 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:36,236 - INFO - fetching guardian page 8 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:37,962 - INFO - fetching guardian page 9 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:39,692 - INFO - fetching guardian page 10 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:41,348 - INFO - fetching guardian page 11 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:43,055 - INFO - fetching guardian page 12 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:44,728 - INFO - fetching guardian page 13 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:50,416 - INFO - fetching guardian page 14 for South Africa (2016-01-01 to 2016-03-31)
2025-11-16 14:54:59,112 - ERROR - all api keys have reached daily limit (500 requests)
2025-11-16 14:54:59,112 - ERROR - no available api keys, stopping collection for South Africa
2025-11-16 14:54:59,112 - INFO - fetched 21 relevant articles for South Africa after filtering
2025-11-16 14:55:00,221 - ERROR - all api keys have reached daily limit (500 requests)
2025-11-16 14:55:00,221 - ERROR - no available api keys, stopping collection for South Africa
2025-11-16 14:55:00,221 - INFO - fetched 0 relevant articles for South Africa after filtering
2025-11-16 14:55:01,329 - ERROR - all api keys have reached daily limit (500 requests)
2025-11-16 14:55:01,329 - ERROR - no available api keys, stopping collection for South Africa
2025-11-16 14:55:01,329 - INFO - fetched 0 relevant articles for South Africa after filtering
2025-11-16 14:55:02,435 - ERROR - all api keys have reached daily limit (500 requests)
2025-11-16 14:55:02,435 - ERROR - no available api keys, stopping collection for South Africa
